trip_id,driver_id,driver_name,origin,destination,distance_km,pickup_time,delivery_time,actual_delivery_time,status,fuel_cost,driver_pay,maintenance_cost,toll_cost,load_value,profit_margin,vehicle_id,vehicle_type,violation_count,speeding_incidents,gps_start_lat,gps_start_lon,gps_end_lat,gps_end_lon,weather_condition
3158,117,Driver_117,Atlanta,Houston,448.84,2025-08-27 23:03:13.085973,2025-08-30 08:03:13.085973,2025-08-30 09:10:13.085973,Delivered,138.5,214.33,136.0,21.95,858.91,348.13,216,18-wheeler,0,0,32.025461,-91.218059,31.62748,-88.131369,Sunny
3159,135,Driver_135,New York,Dallas,747.48,2025-08-27 18:03:13.086009,2025-08-30 05:03:13.086009,2025-08-30 05:16:13.086009,Delivered,236.77,292.6,264.4,41.97,1345.55,509.81,205,Truck,1,1,32.025498,-102.578717,40.242017,-72.958918,Cloudy
3160,112,Driver_112,Los Angeles,Boston,779.68,2025-08-28 21:03:13.086043,2025-09-02 13:03:13.086043,2025-09-02 13:14:13.086043,Delivered,229.09,456.61,96.8,75.21,1747.0,889.29,226,18-wheeler,0,0,32.710732,-112.909319,34.703512,-88.216532,Sunny
3161,121,Driver_121,Denver,Los Angeles,2080.15,2025-08-27 13:03:13.086079,2025-08-28 20:03:13.086079,2025-08-28 20:00:13.086079,Delivered,890.76,897.45,259.33,87.6,3171.79,1036.65,215,Van,0,0,35.055338,-110.470714,41.310935,-86.917978,Sunny
3162,110,Driver_110,Houston,Atlanta,2238.18,2025-08-28 21:03:13.086112,2025-08-29 21:03:13.086112,2025-08-29 23:03:13.086112,Scheduled,879.56,986.44,175.83,56.58,3995.92,1897.51,239,18-wheeler,1,1,26.670785,-87.374458,30.347947,-114.947159,Rain
3163,132,Driver_132,Dallas,Miami,2129.1,2025-08-26 20:03:13.086146,2025-08-30 05:03:13.086146,2025-08-30 06:21:13.086146,Delivered,803.21,765.87,205.8,91.46,3570.48,1704.14,217,18-wheeler,0,0,41.458945,-95.472831,26.932012,-74.777368,Snow
3164,128,Driver_128,Denver,Boston,1935.31,2025-08-28 13:03:13.086179,2025-08-29 17:03:13.086179,2025-08-29 17:55:13.086179,Delivered,806.4,788.64,68.44,33.74,4792.25,3095.03,211,Van,2,2,29.433577,-99.242739,30.386386,-80.95576,Cloudy
3165,109,Driver_109,Boston,Los Angeles,2434.71,2025-08-27 02:03:13.086212,2025-08-30 00:03:13.086212,2025-08-30 00:00:13.086212,Delayed,1057.74,824.68,117.08,81.27,3945.68,1864.91,214,Truck,0,0,28.321707,-113.719074,32.533176,-74.634409,Snow
3166,111,Driver_111,Los Angeles,Atlanta,1129.81,2025-08-27 18:03:13.086249,2025-08-30 17:03:13.086249,2025-08-30 18:56:13.086249,In Transit,384.23,546.65,290.15,55.72,2734.82,1458.07,247,Truck,0,0,36.234421,-116.034518,38.60535,-80.963658,Snow
3167,102,Driver_102,Atlanta,Chicago,1208.21,2025-08-28 15:03:13.086284,2025-08-29 17:03:13.086284,2025-08-29 18:58:13.086284,Scheduled,447.81,465.98,72.04,40.55,2263.39,1237.01,213,Van,0,0,39.517511,-86.776823,39.599754,-70.364881,Sunny
3168,114,Driver_114,Denver,Los Angeles,1079.78,2025-08-26 10:03:13.086338,2025-08-29 07:03:13.086338,2025-08-29 07:37:13.086338,In Transit,400.87,609.06,176.39,88.39,2462.24,1187.53,205,Truck,0,0,34.949,-116.847243,35.933181,-73.288349,Sunny
3169,121,Driver_121,Boston,Chicago,1823.47,2025-08-27 02:03:13.086372,2025-09-01 00:03:13.086372,2025-09-01 01:23:13.086372,Delivered,790.06,637.42,239.86,91.33,3864.25,2105.58,242,Van,0,0,33.003378,-83.962095,25.580819,-74.080626,Cloudy
3170,132,Driver_132,Seattle,Houston,519.84,2025-08-27 04:03:13.086440,2025-08-31 10:03:13.086440,2025-08-31 11:24:13.086440,Delivered,138.49,275.61,103.32,17.62,806.56,271.52,232,Truck,2,2,41.049141,-94.043353,41.113471,-102.354831,Snow
3171,114,Driver_114,Los Angeles,Chicago,2499.81,2025-08-26 14:03:13.086478,2025-08-30 23:03:13.086478,2025-08-31 00:10:13.086478,Delivered,921.61,818.56,238.72,67.15,4406.85,2360.81,226,18-wheeler,0,0,35.772699,-83.090917,32.473284,-113.842041,Sunny
3172,119,Driver_119,Atlanta,Miami,517.04,2025-08-27 16:03:13.086512,2025-08-30 19:03:13.086512,2025-08-30 19:39:13.086512,Delivered,182.18,197.28,154.95,29.26,821.43,257.76,222,18-wheeler,0,0,38.792168,-119.943637,39.091313,-83.142894,Snow
3173,134,Driver_134,Houston,Miami,690.35,2025-08-28 15:03:13.086566,2025-09-01 11:03:13.086566,2025-09-01 12:36:13.086566,In Transit,229.85,239.16,76.93,60.21,1122.71,516.56,249,Truck,0,0,31.693639,-91.725903,31.609301,-75.514531,Cloudy
3174,144,Driver_144,Los Angeles,Atlanta,2456.86,2025-08-26 11:03:13.086601,2025-08-28 15:03:13.086601,2025-08-28 17:47:13.086601,Scheduled,754.44,868.65,241.01,84.58,5835.24,3886.56,212,18-wheeler,2,2,30.231861,-107.922567,37.762488,-115.127096,Sunny
3175,115,Driver_115,Chicago,Denver,1923.88,2025-08-29 03:03:13.086634,2025-08-30 17:03:13.086634,2025-08-30 18:31:13.086634,In Transit,803.86,876.81,235.02,59.83,4248.65,2273.13,230,Van,0,0,27.970705,-110.69884,25.717511,-118.337566,Snow
3176,107,Driver_107,New York,Los Angeles,789.49,2025-08-27 17:03:13.086679,2025-08-30 22:03:13.086679,2025-08-30 23:20:13.086679,In Transit,440.41,341.67,110.06,63.83,1880.89,924.92,230,Van,0,0,39.678466,-111.875581,36.457652,-119.047991,Sunny
3177,144,Driver_144,Los Angeles,Denver,1333.43,2025-08-28 15:03:13.086717,2025-08-30 16:03:13.086717,2025-08-30 16:47:13.086717,Scheduled,490.6,451.61,185.96,18.14,3150.29,2003.98,202,18-wheeler,0,0,30.743638,-89.789341,34.380747,-105.039194,Snow
3178,144,Driver_144,Boston,Dallas,1897.67,2025-08-26 21:03:13.086753,2025-08-31 20:03:13.086753,2025-08-31 21:43:13.086753,Delivered,795.7,753.36,247.56,79.6,3420.62,1544.4,233,Truck,1,1,29.455367,-99.698005,25.772757,-100.120249,Snow
3179,110,Driver_110,Houston,Los Angeles,2374.49,2025-08-28 16:03:13.086807,2025-09-01 16:03:13.086807,2025-09-01 18:45:13.086807,Scheduled,671.83,1170.62,247.8,46.06,3745.7,1609.39,249,Truck,0,0,39.699385,-81.619609,36.414958,-92.016802,Snow
3180,128,Driver_128,New York,Atlanta,1975.33,2025-08-28 05:03:13.086858,2025-08-31 07:03:13.086858,2025-08-31 09:58:13.086858,Delivered,672.22,652.94,213.52,92.73,3377.44,1746.03,214,Truck,0,0,32.145246,-83.670335,40.62306,-85.533899,Sunny
3181,116,Driver_116,Miami,Seattle,1848.6,2025-08-29 04:03:13.086915,2025-08-30 18:03:13.086915,2025-08-30 17:39:13.086915,Delivered,814.61,981.6,69.68,27.05,3659.75,1766.81,219,Van,0,0,26.652648,-114.274531,40.930448,-82.596367,Rain
3182,131,Driver_131,Miami,Dallas,1320.97,2025-08-27 15:03:13.086958,2025-08-29 01:03:13.086958,2025-08-29 02:31:13.086958,Scheduled,800.67,732.89,125.24,81.98,3268.57,1527.79,238,Van,0,0,33.286302,-109.97177,37.913628,-113.354174,Rain
3183,136,Driver_136,Seattle,Dallas,2023.29,2025-08-28 13:03:13.086992,2025-08-31 03:03:13.086992,2025-08-31 05:05:13.086992,Delivered,1273.27,936.78,124.09,69.35,5030.47,2626.98,212,18-wheeler,0,0,32.4252,-89.04554,28.192808,-85.216597,Rain
3184,146,Driver_146,Houston,Dallas,1978.16,2025-08-27 18:03:13.087027,2025-08-31 23:03:13.087027,2025-09-01 00:04:13.087027,Scheduled,719.0,997.42,228.27,66.55,3136.07,1124.83,215,Van,0,0,28.57932,-72.81618,40.177595,-102.407751,Snow
3185,147,Driver_147,Seattle,Dallas,328.8,2025-08-27 15:03:13.087061,2025-08-28 21:03:13.087061,2025-08-28 21:23:13.087061,In Transit,134.92,182.2,61.94,43.05,726.89,304.78,206,Truck,0,0,35.697102,-110.221943,39.503089,-79.857516,Rain
3186,131,Driver_131,Miami,Seattle,2408.81,2025-08-27 16:03:13.087093,2025-08-30 16:03:13.087093,2025-08-30 18:40:13.087093,Delayed,642.62,1341.43,228.57,35.21,4826.53,2578.7,205,Truck,1,1,36.201981,-101.972182,40.205359,-103.93898,Rain
3187,121,Driver_121,Los Angeles,Chicago,2200.1,2025-08-29 01:03:13.087130,2025-08-30 07:03:13.087130,2025-08-30 07:47:13.087130,Scheduled,841.77,798.04,206.34,70.69,3552.7,1635.86,241,18-wheeler,0,0,34.067433,-82.453013,33.443067,-76.101053,Cloudy
3188,101,Driver_101,Miami,New York,957.7,2025-08-27 07:03:13.087186,2025-08-30 16:03:13.087186,2025-08-30 16:00:13.087186,In Transit,494.63,386.53,111.1,74.06,2084.31,1017.99,247,Truck,0,0,31.150843,-112.676468,29.64328,-96.019688,Snow
3189,113,Driver_113,Miami,Houston,1939.98,2025-08-26 12:03:13.087223,2025-08-28 20:03:13.087223,2025-08-28 19:37:13.087223,In Transit,834.8,607.81,120.41,23.51,3547.98,1961.45,247,Truck,0,0,25.938557,-91.715532,29.365305,-105.171732,Snow
3190,142,Driver_142,Seattle,Atlanta,1267.49,2025-08-29 06:03:13.087256,2025-08-30 23:03:13.087256,2025-08-30 23:41:13.087256,Scheduled,742.48,757.16,107.84,79.71,2698.23,1011.04,222,18-wheeler,0,0,31.877514,-95.081951,28.266337,-83.679727,Sunny
3191,123,Driver_123,Chicago,Houston,1785.89,2025-08-26 16:03:13.087289,2025-08-29 10:03:13.087289,2025-08-29 12:35:13.087289,In Transit,655.27,1024.61,223.4,35.63,3527.94,1589.03,247,Truck,0,0,32.510905,-84.90821,34.895028,-85.252596,Sunny
3192,132,Driver_132,Boston,Miami,568.61,2025-08-27 13:03:13.087323,2025-08-31 00:03:13.087323,2025-08-31 00:36:13.087323,Scheduled,210.51,333.37,55.74,73.52,1389.31,716.17,248,18-wheeler,0,0,30.337143,-86.796343,27.495969,-98.479247,Snow
3193,114,Driver_114,Boston,Dallas,1622.0,2025-08-28 00:03:13.087365,2025-08-29 23:03:13.087365,2025-08-29 23:50:13.087365,Delivered,439.23,791.11,226.65,88.87,3276.32,1730.46,234,Truck,0,0,30.14826,-71.414351,26.955029,-78.583811,Rain
3194,104,Driver_104,Houston,Dallas,1327.43,2025-08-26 13:03:13.087414,2025-08-29 11:03:13.087414,2025-08-29 13:14:13.087414,Delivered,555.55,428.16,129.4,60.14,2621.15,1447.9,210,Van,0,0,28.607155,-101.895871,37.395463,-91.435216,Snow
3195,139,Driver_139,Los Angeles,Seattle,2084.77,2025-08-28 02:03:13.087447,2025-08-31 16:03:13.087447,2025-08-31 18:14:13.087447,Delivered,988.28,860.77,298.86,31.57,4257.55,2078.07,236,18-wheeler,1,1,36.094188,-73.171855,36.268914,-79.746289,Snow
3196,133,Driver_133,New York,Seattle,1516.98,2025-08-28 00:03:13.087484,2025-08-30 22:03:13.087484,2025-08-30 21:41:13.087484,In Transit,635.12,883.77,136.25,27.15,2373.64,691.35,217,18-wheeler,0,0,38.252461,-114.4905,34.335253,-92.75578,Rain
3197,125,Driver_125,Atlanta,Dallas,1694.82,2025-08-27 11:03:13.087528,2025-08-29 16:03:13.087528,2025-08-29 18:56:13.087528,Delivered,693.33,845.7,137.25,29.17,3728.19,2022.74,217,18-wheeler,1,1,27.642066,-104.945335,34.816118,-78.225387,Rain
3198,124,Driver_124,New York,Dallas,1732.03,2025-08-27 09:03:13.087568,2025-08-28 17:03:13.087568,2025-08-28 18:39:13.087568,Delivered,1019.87,548.11,167.11,52.49,3892.06,2104.48,244,Van,2,2,41.482866,-117.829733,31.067765,-71.661161,Snow
3199,141,Driver_141,Dallas,Chicago,767.42,2025-08-27 20:03:13.087622,2025-08-30 04:03:13.087622,2025-08-30 06:50:13.087622,Delivered,373.53,290.55,109.41,37.63,1654.04,842.92,218,Truck,0,0,35.907825,-85.342082,29.092321,-77.717302,Sunny
3200,122,Driver_122,Miami,Houston,2218.6,2025-08-28 07:03:13.087670,2025-08-29 20:03:13.087670,2025-08-29 20:52:13.087670,Delivered,1133.05,1082.74,119.45,88.33,4960.35,2536.78,233,Truck,0,0,27.695059,-82.921199,26.918076,-83.213282,Snow
3201,148,Driver_148,Miami,Dallas,1969.47,2025-08-27 08:03:13.087705,2025-09-01 04:03:13.087705,2025-09-01 05:37:13.087705,Delivered,578.73,871.98,297.84,10.82,4024.47,2265.1,229,18-wheeler,0,0,31.586456,-101.411234,35.785631,-103.723221,Rain
3202,120,Driver_120,Los Angeles,Atlanta,1258.11,2025-08-28 18:03:13.087747,2025-08-31 17:03:13.087747,2025-08-31 18:33:13.087747,Scheduled,437.55,446.0,106.8,43.35,1893.69,859.99,235,Truck,1,1,30.0633,-88.610185,39.874979,-100.358126,Cloudy
3203,148,Driver_148,Atlanta,Houston,2287.15,2025-08-27 23:03:13.087796,2025-09-01 17:03:13.087796,2025-09-01 18:39:13.087796,Delivered,822.88,1271.62,60.72,71.06,5697.62,3471.34,242,Van,0,0,38.29097,-95.581873,28.756327,-81.942198,Cloudy
3204,129,Driver_129,Houston,Atlanta,1061.61,2025-08-28 23:03:13.087829,2025-09-01 16:03:13.087829,2025-09-01 17:59:13.087829,Delivered,384.9,452.06,290.01,32.1,1712.11,553.04,220,18-wheeler,0,0,30.291962,-94.512597,29.697273,-115.504823,Cloudy
3205,131,Driver_131,Denver,Atlanta,1241.29,2025-08-29 04:03:13.087876,2025-08-30 21:03:13.087876,2025-08-30 23:16:13.087876,Delivered,537.07,641.39,143.16,12.46,2657.02,1322.94,222,18-wheeler,0,0,32.671332,-71.084829,36.810254,-95.236344,Snow
3206,102,Driver_102,Houston,Atlanta,1797.95,2025-08-27 07:03:13.087914,2025-08-28 21:03:13.087914,2025-08-28 21:50:13.087914,Scheduled,659.75,1051.57,212.56,80.72,2955.98,951.38,225,18-wheeler,0,0,39.351887,-93.591529,40.255808,-97.308551,Snow
3207,132,Driver_132,New York,Denver,1490.07,2025-08-28 15:03:13.087948,2025-09-01 03:03:13.087948,2025-09-01 04:13:13.087948,In Transit,740.14,449.32,76.68,17.39,3497.04,2213.51,228,18-wheeler,1,1,29.683019,-105.336416,27.331007,-71.075487,Sunny
3208,114,Driver_114,Boston,Chicago,993.52,2025-08-29 03:03:13.087999,2025-08-30 23:03:13.087999,2025-08-30 23:40:13.087999,Delivered,441.98,336.1,70.77,63.27,2033.08,1120.96,232,Truck,0,0,40.522006,-85.135258,28.200567,-94.138564,Rain
3209,133,Driver_133,Seattle,Houston,1450.2,2025-08-26 09:03:13.088038,2025-08-30 13:03:13.088038,2025-08-30 14:36:13.088038,In Transit,475.89,548.87,126.01,12.03,2799.03,1636.23,246,Truck,0,0,34.463707,-110.792456,35.274464,-107.403717,Cloudy
3210,133,Driver_133,Houston,Dallas,1509.08,2025-08-29 05:03:13.088076,2025-09-03 04:03:13.088076,2025-09-03 04:29:13.088076,Delivered,662.86,848.99,178.85,32.9,3053.63,1330.03,227,Van,0,0,38.255974,-116.707409,26.069718,-114.556239,Snow
3211,135,Driver_135,Houston,Los Angeles,658.8,2025-08-27 16:03:13.088110,2025-08-29 03:03:13.088110,2025-08-29 03:09:13.088110,Scheduled,281.0,294.24,179.47,67.39,1572.63,750.53,250,18-wheeler,0,0,29.801454,-83.340574,35.139689,-119.205518,Sunny
3212,134,Driver_134,Houston,Chicago,1168.33,2025-08-28 12:03:13.088143,2025-08-29 13:03:13.088143,2025-08-29 14:11:13.088143,In Transit,442.58,593.8,229.76,55.3,2105.22,783.78,202,18-wheeler,1,1,26.564911,-72.000963,33.825956,-114.759127,Sunny
3213,105,Driver_105,Miami,Atlanta,1506.11,2025-08-27 16:03:13.088186,2025-08-28 22:03:13.088186,2025-08-28 23:20:13.088186,Delivered,506.71,792.58,72.33,39.86,3250.04,1838.56,221,18-wheeler,1,1,29.931862,-84.066091,28.469709,-88.457286,Snow
3214,119,Driver_119,Chicago,Los Angeles,921.6,2025-08-28 20:03:13.088232,2025-08-30 16:03:13.088232,2025-08-30 16:39:13.088232,In Transit,394.14,489.37,199.52,35.37,2058.64,940.24,235,Truck,0,0,33.118236,-75.182009,32.057479,-70.281032,Snow
3215,115,Driver_115,Los Angeles,Denver,1400.44,2025-08-27 09:03:13.088265,2025-08-31 01:03:13.088265,2025-08-31 03:37:13.088265,Delivered,377.98,830.66,242.3,11.06,2416.21,954.21,239,18-wheeler,0,0,34.626541,-76.421039,29.306676,-96.329821,Rain
3216,105,Driver_105,Dallas,New York,822.99,2025-08-27 02:03:13.088298,2025-08-28 15:03:13.088298,2025-08-28 17:40:13.088298,Delayed,346.77,301.5,140.04,84.27,1495.34,622.76,233,Truck,2,2,27.939291,-116.310452,25.417119,-111.530544,Sunny
3217,143,Driver_143,Los Angeles,Dallas,1186.72,2025-08-28 16:03:13.088331,2025-08-31 19:03:13.088331,2025-08-31 21:49:13.088331,In Transit,512.25,369.41,168.61,26.22,1893.57,817.08,225,18-wheeler,0,0,31.824805,-92.027946,37.543382,-112.36071,Cloudy
3218,114,Driver_114,New York,Atlanta,614.62,2025-08-27 10:03:13.088366,2025-08-31 05:03:13.088366,2025-08-31 07:23:13.088366,Delivered,180.84,210.07,97.65,63.07,1055.04,503.41,235,Truck,0,0,26.050243,-102.591756,27.57797,-74.197973,Rain
3219,111,Driver_111,Atlanta,Los Angeles,1318.63,2025-08-28 21:03:13.088403,2025-09-01 13:03:13.088403,2025-09-01 13:20:13.088403,Scheduled,735.63,631.97,100.02,45.12,3162.74,1650.0,248,18-wheeler,0,0,27.557971,-81.664035,31.232338,-76.989255,Rain
3220,136,Driver_136,Miami,Chicago,2159.91,2025-08-29 03:03:13.088436,2025-09-01 07:03:13.088436,2025-09-01 07:28:13.088436,In Transit,796.26,1220.83,170.82,51.21,4348.0,2108.88,230,Van,0,0,41.800295,-102.369575,30.586563,-119.187021,Rain
3221,123,Driver_123,New York,Denver,1459.06,2025-08-26 21:03:13.088472,2025-08-27 23:03:13.088472,2025-08-28 01:57:13.088472,In Transit,487.48,534.76,152.28,20.2,3254.36,2059.64,206,Truck,0,0,26.36999,-117.084031,31.245066,-80.291836,Sunny
3222,134,Driver_134,Seattle,Houston,433.2,2025-08-29 07:03:13.088505,2025-09-02 08:03:13.088505,2025-09-02 09:30:13.088505,Delayed,185.43,174.29,198.91,40.36,1075.63,476.64,208,Van,1,1,39.976422,-117.436863,33.252444,-76.09334,Sunny
3223,105,Driver_105,Boston,Los Angeles,527.32,2025-08-26 12:03:13.088538,2025-08-30 10:03:13.088538,2025-08-30 12:55:13.088538,Delivered,213.12,197.25,115.64,22.58,956.73,408.14,236,18-wheeler,0,0,29.037413,-79.971749,36.55378,-79.046133,Cloudy
3224,145,Driver_145,Houston,Dallas,848.4,2025-08-27 16:03:13.088573,2025-09-01 05:03:13.088573,2025-09-01 06:28:13.088573,Delivered,409.0,285.62,110.45,25.03,1316.73,486.63,204,Truck,0,0,37.750683,-98.580597,32.589896,-78.397129,Cloudy
3225,126,Driver_126,Denver,Atlanta,1696.52,2025-08-28 20:03:13.088608,2025-09-02 01:03:13.088608,2025-09-02 01:06:13.088608,Scheduled,662.49,635.68,184.27,88.68,4040.77,2469.65,228,18-wheeler,1,1,34.955609,-79.341063,31.067161,-84.825121,Snow
3226,139,Driver_139,Chicago,New York,1600.86,2025-08-27 05:03:13.088646,2025-08-29 17:03:13.088646,2025-08-29 18:10:13.088646,Delivered,632.03,548.29,214.42,36.26,3912.29,2481.29,226,18-wheeler,3,3,39.104426,-71.908537,36.115696,-78.136826,Sunny
3227,125,Driver_125,Denver,New York,859.37,2025-08-27 14:03:13.088695,2025-08-30 16:03:13.088695,2025-08-30 16:32:13.088695,In Transit,305.32,259.36,200.36,12.62,1778.91,1001.25,217,18-wheeler,1,1,31.341865,-76.252554,35.614564,-77.608542,Rain
3228,138,Driver_138,Miami,Los Angeles,1665.23,2025-08-28 10:03:13.088728,2025-08-30 11:03:13.088728,2025-08-30 13:28:13.088728,Delivered,806.43,676.09,88.53,18.42,3892.7,2303.23,240,18-wheeler,0,0,36.788219,-93.141945,25.171261,-107.856736,Rain
3229,107,Driver_107,Dallas,New York,587.33,2025-08-29 02:03:13.088761,2025-08-30 20:03:13.088761,2025-08-30 20:41:13.088761,Delivered,196.18,263.57,191.22,78.28,999.09,269.84,212,18-wheeler,0,0,29.505157,-87.463031,29.74473,-109.17404,Cloudy
3230,132,Driver_132,New York,Dallas,615.02,2025-08-28 09:03:13.088805,2025-08-31 07:03:13.088805,2025-08-31 09:51:13.088805,In Transit,391.22,359.11,53.41,52.5,1213.44,357.2,243,Van,1,1,30.767612,-96.237021,33.22348,-76.262793,Cloudy
3231,142,Driver_142,Houston,Los Angeles,2007.51,2025-08-28 21:03:13.088847,2025-08-31 14:03:13.088847,2025-08-31 13:34:13.088847,Delivered,546.22,623.37,212.43,34.13,4007.74,2591.59,221,18-wheeler,1,1,29.898417,-76.665418,34.946795,-102.553916,Cloudy
3232,132,Driver_132,Atlanta,Seattle,2380.71,2025-08-29 03:03:13.088880,2025-08-30 23:03:13.088880,2025-08-30 22:55:13.088880,Delivered,1015.22,1128.87,242.7,22.08,4956.63,2547.76,242,Van,0,0,31.756668,-118.77154,36.164641,-108.153872,Snow
3233,101,Driver_101,Dallas,Atlanta,629.48,2025-08-29 02:03:13.088913,2025-08-30 06:03:13.088913,2025-08-30 08:49:13.088913,In Transit,208.8,281.19,93.34,17.89,1546.76,945.54,234,Truck,0,0,30.52939,-72.095267,29.615701,-94.441477,Rain
3234,118,Driver_118,Miami,Chicago,2137.33,2025-08-28 02:03:13.088964,2025-08-30 04:03:13.088964,2025-08-30 04:54:13.088964,In Transit,573.91,1275.35,181.85,33.92,4982.52,2917.49,243,Van,0,0,29.045151,-93.18991,30.489532,-111.194406,Rain
3235,139,Driver_139,Dallas,Seattle,542.94,2025-08-28 00:03:13.089002,2025-08-31 09:03:13.089002,2025-08-31 10:52:13.089002,In Transit,256.17,220.06,66.09,28.82,965.9,394.76,201,Truck,0,0,40.178278,-107.585736,41.348319,-97.318383,Cloudy
3236,142,Driver_142,Atlanta,Boston,1953.16,2025-08-27 21:03:13.089045,2025-08-31 04:03:13.089045,2025-08-31 06:18:13.089045,Delivered,570.63,822.01,142.88,59.1,3027.77,1433.15,216,18-wheeler,0,0,36.774515,-98.148728,32.106252,-95.495068,Snow
3237,121,Driver_121,Atlanta,Los Angeles,615.63,2025-08-28 08:03:13.089083,2025-08-30 09:03:13.089083,2025-08-30 08:44:13.089083,Delivered,207.33,355.86,215.46,40.27,1061.49,242.57,238,Van,0,0,28.510934,-81.373268,41.750592,-94.201575,Cloudy
3238,135,Driver_135,Chicago,Los Angeles,984.02,2025-08-26 12:03:13.089128,2025-08-30 01:03:13.089128,2025-08-30 01:19:13.089128,In Transit,438.31,406.25,60.81,16.82,1977.05,1054.86,215,Van,0,0,27.058769,-97.610435,41.561846,-91.869489,Sunny
3239,109,Driver_109,Miami,Los Angeles,1167.45,2025-08-26 09:03:13.089186,2025-08-28 20:03:13.089186,2025-08-28 22:43:13.089186,Delivered,421.67,653.88,288.69,81.2,2035.52,590.08,219,Van,0,0,34.851782,-97.526686,35.059286,-94.423926,Sunny
3240,139,Driver_139,Boston,Dallas,1850.73,2025-08-27 14:03:13.089243,2025-08-31 23:03:13.089243,2025-09-01 00:44:13.089243,Delivered,907.97,1107.36,137.94,49.36,3060.75,858.12,244,Van,0,0,36.251704,-74.515011,30.258712,-108.802155,Sunny
3241,111,Driver_111,Atlanta,Boston,1930.38,2025-08-26 08:03:13.089312,2025-08-27 16:03:13.089312,2025-08-27 16:27:13.089312,In Transit,703.62,922.94,284.69,45.95,2969.35,1012.15,220,18-wheeler,2,2,27.774811,-102.991275,32.859375,-113.884282,Rain
3242,113,Driver_113,New York,Houston,1980.65,2025-08-26 10:03:13.089349,2025-08-29 08:03:13.089349,2025-08-29 08:34:13.089349,Delayed,763.72,1037.52,165.06,53.38,3119.4,1099.72,238,Van,3,3,36.016172,-76.452423,36.623027,-102.761811,Sunny
3243,131,Driver_131,Seattle,Houston,1449.99,2025-08-29 02:03:13.089386,2025-09-02 10:03:13.089386,2025-09-02 09:34:13.089386,Delivered,500.36,699.69,252.63,98.39,3160.07,1609.0,250,18-wheeler,0,0,35.235856,-114.875565,27.210713,-119.179232,Rain
3244,121,Driver_121,Chicago,Denver,1431.55,2025-08-26 22:03:13.089420,2025-08-28 18:03:13.089420,2025-08-28 20:17:13.089420,Delivered,545.96,606.73,218.6,77.8,3121.05,1671.96,248,18-wheeler,1,1,36.223566,-73.001011,25.601621,-116.929923,Snow
3245,116,Driver_116,New York,Seattle,471.03,2025-08-29 01:03:13.089454,2025-09-02 04:03:13.089454,2025-09-02 05:31:13.089454,Delivered,208.09,236.36,107.61,49.0,1137.9,536.84,228,18-wheeler,0,0,25.088545,-104.651048,29.693273,-87.156026,Snow
3246,102,Driver_102,Los Angeles,Denver,767.23,2025-08-26 17:03:13.089497,2025-08-30 22:03:13.089497,2025-08-30 21:50:13.089497,Delivered,378.5,349.63,265.98,87.13,1819.31,738.07,219,Van,0,0,31.491308,-104.907352,38.769215,-108.941754,Cloudy
3247,138,Driver_138,Seattle,New York,1366.95,2025-08-26 14:03:13.089542,2025-08-28 05:03:13.089542,2025-08-28 06:42:13.089542,Delivered,550.95,798.86,285.48,89.16,2334.82,610.37,232,Truck,0,0,41.641366,-99.18347,41.251345,-114.427141,Sunny
3248,128,Driver_128,Los Angeles,Boston,2350.73,2025-08-28 02:03:13.089574,2025-08-30 01:03:13.089574,2025-08-30 01:01:13.089574,In Transit,929.58,1036.93,249.29,77.85,3756.78,1463.13,242,Van,1,1,38.405174,-75.860669,30.133853,-115.587535,Rain
3249,130,Driver_130,Miami,Houston,791.27,2025-08-26 20:03:13.089607,2025-08-30 05:03:13.089607,2025-08-30 06:37:13.089607,Delivered,424.87,422.98,226.9,14.65,1725.8,636.4,239,18-wheeler,0,0,26.250346,-110.475561,25.666614,-106.845847,Snow
3250,134,Driver_134,Seattle,Chicago,1923.67,2025-08-26 17:03:13.089675,2025-08-28 21:03:13.089675,2025-08-28 21:16:13.089675,Delivered,940.36,953.98,169.21,17.61,3946.8,1865.64,202,18-wheeler,0,0,29.32465,-99.791987,40.963162,-95.240193,Cloudy
3251,150,Driver_150,Dallas,Miami,2089.79,2025-08-27 02:03:13.089718,2025-08-30 08:03:13.089718,2025-08-30 08:15:13.089718,Delivered,718.13,888.58,170.53,88.19,4077.65,2212.22,228,18-wheeler,0,0,28.987644,-83.405384,30.300294,-86.222223,Rain
3252,130,Driver_130,Chicago,Houston,1713.04,2025-08-28 10:03:13.089764,2025-08-31 08:03:13.089764,2025-08-31 09:10:13.089764,In Transit,702.98,701.53,54.83,54.65,4145.02,2631.03,231,18-wheeler,0,0,34.634436,-114.172125,35.465349,-93.680969,Snow
3253,136,Driver_136,Los Angeles,Chicago,1003.74,2025-08-29 05:03:13.089798,2025-09-01 20:03:13.089798,2025-09-01 19:54:13.089798,Delayed,496.02,579.61,128.97,68.4,2184.24,911.24,226,18-wheeler,0,0,35.131165,-89.313568,28.854958,-96.137319,Snow
3254,105,Driver_105,Seattle,Boston,1116.4,2025-08-26 23:03:13.089831,2025-08-31 09:03:13.089831,2025-08-31 09:45:13.089831,Delivered,671.11,400.78,166.54,88.91,1773.03,445.69,242,Van,1,1,34.194156,-115.199231,30.506842,-89.645111,Cloudy
